shipment_id,order_id,status,shipped_at,delivered_at
S6142,O6142,shipped,2024-02-13 15:30:00,2024-02-15 17:30:00
S6143,O6143,delivered,2024-02-13 15:40:00,2024-02-16 01:40:00
S6144,O6144,delivered,2024-02-13 15:50:00,2024-02-15 15:50:00
S6145,O6145,shipped,2024-02-13 16:00:00,2024-02-15 21:00:00
S6146,O6146,pending,2024-02-13 16:10:00,2024-02-16 00:10:00
S6147,O6147,delivered,2024-02-13 16:20:00,2024-02-16 02:20:00
S6148,O6148,shipped,2024-02-13 16:30:00,2024-02-15 18:30:00
S6149,O6149,delivered,2024-02-13 16:40:00,2024-02-15 23:40:00
S6150,O6150,delivered,2024-02-13 16:50:00,2024-02-15 17:50:00
S6151,O6151,delivered,2024-02-13 17:00:00,2024-02-15 21:00:00
S6152,O6152,shipped,2024-02-13 17:10:00,2024-02-15 22:10:00
S6153,O6153,pending,2024-02-13 17:20:00,2024-02-15 17:20:00
S6154,O6154,pending,2024-02-13 17:30:00,2024-02-16 02:30:00
S6155,O6155,shipped,2024-02-13 17:40:00,2024-02-15 21:40:00
S6156,O6156,delivered,2024-02-13 17:50:00,2024-02-15 23:50:00
S6157,O6157,pending,2024-02-13 18:00:00,2024-02-15 22:00:00
S6158,O6158,shipped,2024-02-13 18:10:00,2024-02-16 03:10:00
S6159,O6159,pending,2024-02-13 18:20:00,2024-02-15 18:20:00
S6160,O6160,pending,2024-02-13 18:30:00,2024-02-15 19:30:00
S6161,O6161,pending,2024-02-13 18:40:00,2024-02-16 00:40:00
S6162,O6162,shipped,2024-02-13 18:50:00,2024-02-16 02:50:00
S6163,O6163,pending,2024-02-13 19:00:00,2024-02-16 05:00:00
S6164,O6164,shipped,2024-02-13 19:10:00,2024-02-16 02:10:00
S6165,O6165,delivered,2024-02-13 19:20:00,2024-02-15 19:20:00
S6166,O6166,shipped,2024-02-13 19:30:00,2024-02-15 21:30:00
S6167,O6167,shipped,2024-02-13 19:40:00,2024-02-16 05:40:00
S6168,O6168,pending,2024-02-13 19:50:00,2024-02-16 00:50:00
S6169,O6169,delivered,2024-02-13 20:00:00,2024-02-16 03:00:00
S6170,O6170,shipped,2024-02-13 20:10:00,2024-02-16 05:10:00
S6171,O6171,shipped,2024-02-13 20:20:00,2024-02-16 05:20:00
S6172,O6172,pending,2024-02-13 20:30:00,2024-02-16 05:30:00
S6173,O6173,shipped,2024-02-13 20:40:00,2024-02-16 02:40:00
S6174,O6174,shipped,2024-02-13 20:50:00,2024-02-16 04:50:00
S6175,O6175,shipped,2024-02-13 21:00:00,2024-02-16 04:00:00
S6176,O6176,delivered,2024-02-13 21:10:00,2024-02-16 04:10:00
S6177,O6177,pending,2024-02-13 21:20:00,2024-02-15 23:20:00
S6178,O6178,delivered,2024-02-13 21:30:00,2024-02-16 05:30:00
S6179,O6179,delivered,2024-02-13 21:40:00,2024-02-16 03:40:00
S6180,O6180,shipped,2024-02-13 21:50:00,2024-02-16 06:50:00
S6181,O6181,delivered,2024-02-13 22:00:00,2024-02-16 01:00:00
S6182,O6182,shipped,2024-02-13 22:10:00,2024-02-16 03:10:00
S6183,O6183,pending,2024-02-13 22:20:00,2024-02-16 02:20:00
S6184,O6184,shipped,2024-02-13 22:30:00,2024-02-16 06:30:00
S6185,O6185,pending,2024-02-13 22:40:00,2024-02-16 08:40:00
S6186,O6186,shipped,2024-02-13 22:50:00,2024-02-16 08:50:00
S6187,O6187,pending,2024-02-13 23:00:00,2024-02-16 06:00:00
S6188,O6188,shipped,2024-02-13 23:10:00,2024-02-16 07:10:00
S6189,O6189,pending,2024-02-13 23:20:00,2024-02-16 02:20:00
S6190,O6190,shipped,2024-02-13 23:30:00,2024-02-16 06:30:00
S6191,O6191,delivered,2024-02-13 23:40:00,2024-02-16 02:40:00
S6192,O6192,shipped,2024-02-13 23:50:00,2024-02-16 05:50:00
S6193,O6193,pending,2024-02-14 00:00:00,2024-02-16 07:00:00
S6194,O6194,pending,2024-02-14 00:10:00,2024-02-16 09:10:00
S6195,O6195,delivered,2024-02-14 00:20:00,2024-02-16 00:20:00
S6196,O6196,shipped,2024-02-14 00:30:00,2024-02-16 06:30:00
S6197,O6197,shipped,2024-02-14 00:40:00,2024-02-16 04:40:00
S6198,O6198,pending,2024-02-14 00:50:00,2024-02-16 06:50:00
S6199,O6199,pending,2024-02-14 01:00:00,2024-02-16 07:00:00
S6200,O6200,delivered,2024-02-14 01:10:00,2024-02-16 08:10:00
S6201,O6201,shipped,2024-02-14 01:20:00,2024-02-16 09:20:00
S6202,O6202,shipped,2024-02-14 01:30:00,2024-02-16 04:30:00
S6203,O6203,delivered,2024-02-14 01:40:00,2024-02-16 01:40:00
S6204,O6204,pending,2024-02-14 01:50:00,2024-02-16 02:50:00
S6205,O6205,delivered,2024-02-14 02:00:00,2024-02-16 10:00:00
S6206,O6206,shipped,2024-02-14 02:10:00,2024-02-16 03:10:00
S6207,O6207,shipped,2024-02-14 02:20:00,2024-02-16 05:20:00
S6208,O6208,pending,2024-02-14 02:30:00,2024-02-16 03:30:00
S6209,O6209,pending,2024-02-14 02:40:00,2024-02-16 06:40:00
S6210,O6210,delivered,2024-02-14 02:50:00,2024-02-16 02:50:00
S6211,O6211,shipped,2024-02-14 03:00:00,2024-02-16 03:00:00
S6212,O6212,pending,2024-02-14 03:10:00,2024-02-16 11:10:00
S6213,O6213,delivered,2024-02-14 03:20:00,2024-02-16 12:20:00
S6214,O6214,shipped,2024-02-14 03:30:00,2024-02-16 05:30:00
S6215,O6215,pending,2024-02-14 03:40:00,2024-02-16 12:40:00
S6216,O6216,pending,2024-02-14 03:50:00,2024-02-16 09:50:00
S6217,O6217,delivered,2024-02-14 04:00:00,2024-02-16 06:00:00
S6218,O6218,pending,2024-02-14 04:10:00,2024-02-16 11:10:00
S6219,O6219,pending,2024-02-14 04:20:00,2024-02-16 09:20:00
S6220,O6220,shipped,2024-02-14 04:30:00,2024-02-16 10:30:00
S6221,O6221,delivered,2024-02-14 04:40:00,2024-02-16 12:40:00
S6222,O6222,delivered,2024-02-14 04:50:00,2024-02-16 14:50:00
S6223,O6223,delivered,2024-02-14 05:00:00,2024-02-16 11:00:00
S6224,O6224,pending,2024-02-14 05:10:00,2024-02-16 10:10:00
S6225,O6225,delivered,2024-02-14 05:20:00,2024-02-16 07:20:00
S6226,O6226,pending,2024-02-14 05:30:00,2024-02-16 07:30:00
S6227,O6227,pending,2024-02-14 05:40:00,2024-02-16 10:40:00
S6228,O6228,shipped,2024-02-14 05:50:00,2024-02-16 13:50:00
S6229,O6229,delivered,2024-02-14 06:00:00,2024-02-16 10:00:00
S6230,O6230,delivered,2024-02-14 06:10:00,2024-02-16 13:10:00
S6231,O6231,pending,2024-02-14 06:20:00,2024-02-16 11:20:00
S6232,O6232,shipped,2024-02-14 06:30:00,2024-02-16 11:30:00
S6233,O6233,pending,2024-02-14 06:40:00,2024-02-16 08:40:00
S6234,O6234,delivered,2024-02-14 06:50:00,2024-02-16 08:50:00
S6235,O6235,shipped,2024-02-14 07:00:00,2024-02-16 12:00:00
S6236,O6236,pending,2024-02-14 07:10:00,2024-02-16 14:10:00
S6237,O6237,pending,2024-02-14 07:20:00,2024-02-16 13:20:00
S6238,O6238,shipped,2024-02-14 07:30:00,2024-02-16 07:30:00
S6239,O6239,delivered,2024-02-14 07:40:00,2024-02-16 07:40:00
S6240,O6240,pending,2024-02-14 07:50:00,2024-02-16 14:50:00
S6241,O6241,pending,2024-02-14 08:00:00,2024-02-16 15:00:00
S6242,O6242,pending,2024-02-14 08:10:00,2024-02-16 18:10:00
S6243,O6243,pending,2024-02-14 08:20:00,2024-02-16 10:20:00
S6244,O6244,pending,2024-02-14 08:30:00,2024-02-16 08:30:00
S6245,O6245,delivered,2024-02-14 08:40:00,2024-02-16 18:40:00
S6246,O6246,shipped,2024-02-14 08:50:00,2024-02-16 10:50:00
S6247,O6247,shipped,2024-02-14 09:00:00,2024-02-16 14:00:00
S6248,O6248,shipped,2024-02-14 09:10:00,2024-02-16 13:10:00
S6249,O6249,delivered,2024-02-14 09:20:00,2024-02-16 19:20:00
S6250,O6250,delivered,2024-02-14 09:30:00,2024-02-16 13:30:00
S6251,O6251,delivered,2024-02-14 09:40:00,2024-02-16 15:40:00
S6252,O6252,delivered,2024-02-14 09:50:00,2024-02-16 13:50:00
S6253,O6253,delivered,2024-02-14 10:00:00,2024-02-16 13:00:00
S6254,O6254,shipped,2024-02-14 10:10:00,2024-02-16 17:10:00
S6255,O6255,shipped,2024-02-14 10:20:00,2024-02-16 12:20:00
S6256,O6256,shipped,2024-02-14 10:30:00,2024-02-16 11:30:00
S6257,O6257,delivered,2024-02-14 10:40:00,2024-02-16 16:40:00
S6258,O6258,shipped,2024-02-14 10:50:00,2024-02-16 15:50:00
S6259,O6259,shipped,2024-02-14 11:00:00,2024-02-16 20:00:00
S6260,O6260,delivered,2024-02-14 11:10:00,2024-02-16 17:10:00
S6261,O6261,pending,2024-02-14 11:20:00,2024-02-16 11:20:00
S6262,O6262,shipped,2024-02-14 11:30:00,2024-02-16 11:30:00
S6263,O6263,delivered,2024-02-14 11:40:00,2024-02-16 12:40:00
S6264,O6264,shipped,2024-02-14 11:50:00,2024-02-16 17:50:00
S6265,O6265,shipped,2024-02-14 12:00:00,2024-02-16 15:00:00
S6266,O6266,shipped,2024-02-14 12:10:00,2024-02-16 13:10:00
S6267,O6267,pending,2024-02-14 12:20:00,2024-02-16 14:20:00
S6268,O6268,shipped,2024-02-14 12:30:00,2024-02-16 17:30:00
S6269,O6269,delivered,2024-02-14 12:40:00,2024-02-16 21:40:00
S6270,O6270,pending,2024-02-14 12:50:00,2024-02-16 12:50:00
S6271,O6271,pending,2024-02-14 13:00:00,2024-02-16 23:00:00
S6272,O6272,shipped,2024-02-14 13:10:00,2024-02-16 18:10:00
S6273,O6273,delivered,2024-02-14 13:20:00,2024-02-16 18:20:00
S6274,O6274,shipped,2024-02-14 13:30:00,2024-02-16 14:30:00
S6275,O6275,pending,2024-02-14 13:40:00,2024-02-16 21:40:00
S6276,O6276,delivered,2024-02-14 13:50:00,2024-02-16 17:50:00
S6277,O6277,delivered,2024-02-14 14:00:00,2024-02-16 14:00:00
S6278,O6278,shipped,2024-02-14 14:10:00,2024-02-16 18:10:00
S6279,O6279,delivered,2024-02-14 14:20:00,2024-02-17 00:20:00
S6280,O6280,shipped,2024-02-14 14:30:00,2024-02-16 19:30:00
S6281,O6281,pending,2024-02-14 14:40:00,2024-02-16 23:40:00
S6282,O6282,delivered,2024-02-14 14:50:00,2024-02-16 19:50:00
S6283,O6283,pending,2024-02-14 15:00:00,2024-02-16 17:00:00
S6284,O6284,delivered,2024-02-14 15:10:00,2024-02-16 19:10:00
S6285,O6285,pending,2024-02-14 15:20:00,2024-02-16 20:20:00
S6286,O6286,delivered,2024-02-14 15:30:00,2024-02-16 16:30:00
S6287,O6287,delivered,2024-02-14 15:40:00,2024-02-16 20:40:00
S6288,O6288,shipped,2024-02-14 15:50:00,2024-02-16 17:50:00
S6289,O6289,pending,2024-02-14 16:00:00,2024-02-16 17:00:00
S6290,O6290,shipped,2024-02-14 16:10:00,2024-02-16 22:10:00
S6291,O6291,shipped,2024-02-14 16:20:00,2024-02-16 21:20:00
S6292,O6292,delivered,2024-02-14 16:30:00,2024-02-17 02:30:00
S6293,O6293,delivered,2024-02-14 16:40:00,2024-02-17 00:40:00
S6294,O6294,delivered,2024-02-14 16:50:00,2024-02-16 23:50:00
S6295,O6295,delivered,2024-02-14 17:00:00,2024-02-16 23:00:00
S6296,O6296,pending,2024-02-14 17:10:00,2024-02-16 17:10:00
S6297,O6297,shipped,2024-02-14 17:20:00,2024-02-17 03:20:00
S6298,O6298,delivered,2024-02-14 17:30:00,2024-02-16 19:30:00
S6299,O6299,shipped,2024-02-14 17:40:00,2024-02-16 22:40:00
S6300,O6300,pending,2024-02-14 17:50:00,2024-02-16 21:50:00
S6301,O6301,pending,2024-02-14 18:00:00,2024-02-16 20:00:00
S6302,O6302,shipped,2024-02-14 18:10:00,2024-02-16 23:10:00
S6303,O6303,delivered,2024-02-14 18:20:00,2024-02-17 03:20:00
S6304,O6304,pending,2024-02-14 18:30:00,2024-02-16 20:30:00
S6305,O6305,delivered,2024-02-14 18:40:00,2024-02-17 00:40:00
S6306,O6306,shipped,2024-02-14 18:50:00,2024-02-16 21:50:00
S6307,O6307,pending,2024-02-14 19:00:00,2024-02-17 04:00:00
S6308,O6308,pending,2024-02-14 19:10:00,2024-02-16 22:10:00
S6309,O6309,delivered,2024-02-14 19:20:00,2024-02-17 01:20:00
S6310,O6310,shipped,2024-02-14 19:30:00,2024-02-16 21:30:00
S6311,O6311,pending,2024-02-14 19:40:00,2024-02-17 02:40:00
S6312,O6312,shipped,2024-02-14 19:50:00,2024-02-16 23:50:00
S6313,O6313,delivered,2024-02-14 20:00:00,2024-02-16 23:00:00
S6314,O6314,pending,2024-02-14 20:10:00,2024-02-16 21:10:00
S6315,O6315,pending,2024-02-14 20:20:00,2024-02-17 01:20:00
S6316,O6316,pending,2024-02-14 20:30:00,2024-02-17 03:30:00
S6317,O6317,pending,2024-02-14 20:40:00,2024-02-16 21:40:00
S6318,O6318,pending,2024-02-14 20:50:00,2024-02-17 03:50:00
S6319,O6319,pending,2024-02-14 21:00:00,2024-02-17 06:00:00
S6320,O6320,pending,2024-02-14 21:10:00,2024-02-16 23:10:00
S6321,O6321,shipped,2024-02-14 21:20:00,2024-02-17 00:20:00
S6322,O6322,pending,2024-02-14 21:30:00,2024-02-16 23:30:00
S6323,O6323,delivered,2024-02-14 21:40:00,2024-02-17 04:40:00
S6324,O6324,pending,2024-02-14 21:50:00,2024-02-17 05:50:00
S6325,O6325,shipped,2024-02-14 22:00:00,2024-02-17 07:00:00
S6326,O6326,shipped,2024-02-14 22:10:00,2024-02-17 01:10:00
S6327,O6327,shipped,2024-02-14 22:20:00,2024-02-16 23:20:00
S6328,O6328,pending,2024-02-14 22:30:00,2024-02-17 01:30:00
S6329,O6329,delivered,2024-02-14 22:40:00,2024-02-17 05:40:00
S6330,O6330,delivered,2024-02-14 22:50:00,2024-02-17 07:50:00
S6331,O6331,pending,2024-02-14 23:00:00,2024-02-17 08:00:00
S6332,O6332,delivered,2024-02-14 23:10:00,2024-02-17 09:10:00
S6333,O6333,delivered,2024-02-14 23:20:00,2024-02-17 05:20:00
S6334,O6334,shipped,2024-02-14 23:30:00,2024-02-17 08:30:00
S6335,O6335,shipped,2024-02-14 23:40:00,2024-02-17 02:40:00
S6336,O6336,delivered,2024-02-14 23:50:00,2024-02-17 06:50:00
S6337,O6337,delivered,2024-02-15 00:00:00,2024-02-17 08:00:00
S6338,O6338,shipped,2024-02-15 00:10:00,2024-02-17 04:10:00
S6339,O6339,shipped,2024-02-15 00:20:00,2024-02-17 07:20:00
S6340,O6340,delivered,2024-02-15 00:30:00,2024-02-17 02:30:00
S6341,O6341,shipped,2024-02-15 00:40:00,2024-02-17 10:40:00
S6342,O6342,delivered,2024-02-15 00:50:00,2024-02-17 08:50:00
S6343,O6343,shipped,2024-02-15 01:00:00,2024-02-17 02:00:00
S6344,O6344,delivered,2024-02-15 01:10:00,2024-02-17 02:10:00
S6345,O6345,pending,2024-02-15 01:20:00,2024-02-17 04:20:00
S6346,O6346,shipped,2024-02-15 01:30:00,2024-02-17 07:30:00
S6347,O6347,shipped,2024-02-15 01:40:00,2024-02-17 01:40:00
S6348,O6348,pending,2024-02-15 01:50:00,2024-02-17 10:50:00
S6349,O6349,pending,2024-02-15 02:00:00,2024-02-17 11:00:00
S6350,O6350,pending,2024-02-15 02:10:00,2024-02-17 02:10:00
S6351,O6351,shipped,2024-02-15 02:20:00,2024-02-17 03:20:00
S6352,O6352,pending,2024-02-15 02:30:00,2024-02-17 09:30:00
S6353,O6353,shipped,2024-02-15 02:40:00,2024-02-17 08:40:00
S6354,O6354,delivered,2024-02-15 02:50:00,2024-02-17 02:50:00
S6355,O6355,pending,2024-02-15 03:00:00,2024-02-17 08:00:00
S6356,O6356,pending,2024-02-15 03:10:00,2024-02-17 08:10:00
S6357,O6357,pending,2024-02-15 03:20:00,2024-02-17 07:20:00
S6358,O6358,shipped,2024-02-15 03:30:00,2024-02-17 08:30:00
S6359,O6359,pending,2024-02-15 03:40:00,2024-02-17 10:40:00
S6360,O6360,pending,2024-02-15 03:50:00,2024-02-17 07:50:00
S6361,O6361,shipped,2024-02-15 04:00:00,2024-02-17 04:00:00
S6362,O6362,pending,2024-02-15 04:10:00,2024-02-17 13:10:00
S6363,O6363,shipped,2024-02-15 04:20:00,2024-02-17 08:20:00
S6364,O6364,pending,2024-02-15 04:30:00,2024-02-17 14:30:00
S6365,O6365,pending,2024-02-15 04:40:00,2024-02-17 14:40:00
S6366,O6366,pending,2024-02-15 04:50:00,2024-02-17 09:50:00
S6367,O6367,delivered,2024-02-15 05:00:00,2024-02-17 13:00:00
S6368,O6368,delivered,2024-02-15 05:10:00,2024-02-17 09:10:00
S6369,O6369,pending,2024-02-15 05:20:00,2024-02-17 10:20:00
S6370,O6370,delivered,2024-02-15 05:30:00,2024-02-17 15:30:00
S6371,O6371,delivered,2024-02-15 05:40:00,2024-02-17 08:40:00
S6372,O6372,delivered,2024-02-15 05:50:00,2024-02-17 13:50:00
S6373,O6373,pending,2024-02-15 06:00:00,2024-02-17 12:00:00
S6374,O6374,shipped,2024-02-15 06:10:00,2024-02-17 07:10:00
S6375,O6375,delivered,2024-02-15 06:20:00,2024-02-17 07:20:00
S6376,O6376,pending,2024-02-15 06:30:00,2024-02-17 15:30:00
S6377,O6377,delivered,2024-02-15 06:40:00,2024-02-17 13:40:00
S6378,O6378,shipped,2024-02-15 06:50:00,2024-02-17 06:50:00
S6379,O6379,delivered,2024-02-15 07:00:00,2024-02-17 10:00:00
S6380,O6380,pending,2024-02-15 07:10:00,2024-02-17 14:10:00
S6381,O6381,shipped,2024-02-15 07:20:00,2024-02-17 15:20:00
S6382,O6382,delivered,2024-02-15 07:30:00,2024-02-17 09:30:00
S6383,O6383,pending,2024-02-15 07:40:00,2024-02-17 15:40:00
S6384,O6384,shipped,2024-02-15 07:50:00,2024-02-17 07:50:00
S6385,O6385,shipped,2024-02-15 08:00:00,2024-02-17 14:00:00
S6386,O6386,delivered,2024-02-15 08:10:00,2024-02-17 15:10:00
S6387,O6387,delivered,2024-02-15 08:20:00,2024-02-17 14:20:00
S6388,O6388,pending,2024-02-15 08:30:00,2024-02-17 14:30:00
S6389,O6389,shipped,2024-02-15 08:40:00,2024-02-17 13:40:00
S6390,O6390,delivered,2024-02-15 08:50:00,2024-02-17 16:50:00
S6391,O6391,delivered,2024-02-15 09:00:00,2024-02-17 12:00:00
S6392,O6392,shipped,2024-02-15 09:10:00,2024-02-17 19:10:00
S6393,O6393,pending,2024-02-15 09:20:00,2024-02-17 12:20:00
S6394,O6394,delivered,2024-02-15 09:30:00,2024-02-17 11:30:00
S6395,O6395,delivered,2024-02-15 09:40:00,2024-02-17 15:40:00
S6396,O6396,shipped,2024-02-15 09:50:00,2024-02-17 16:50:00
S6397,O6397,pending,2024-02-15 10:00:00,2024-02-17 16:00:00
S6398,O6398,shipped,2024-02-15 10:10:00,2024-02-17 13:10:00
S6399,O6399,shipped,2024-02-15 10:20:00,2024-02-17 20:20:00
S6400,O6400,pending,2024-02-15 10:30:00,2024-02-17 14:30:00
S6401,O6401,delivered,2024-02-15 10:40:00,2024-02-17 16:40:00
S6402,O6402,shipped,2024-02-15 10:50:00,2024-02-17 14:50:00
S6403,O6403,shipped,2024-02-15 11:00:00,2024-02-17 15:00:00
S6404,O6404,shipped,2024-02-15 11:10:00,2024-02-17 11:10:00
S6405,O6405,delivered,2024-02-15 11:20:00,2024-02-17 14:20:00
S6406,O6406,pending,2024-02-15 11:30:00,2024-02-17 19:30:00
S6407,O6407,delivered,2024-02-15 11:40:00,2024-02-17 15:40:00
S6408,O6408,pending,2024-02-15 11:50:00,2024-02-17 17:50:00
S6409,O6409,shipped,2024-02-15 12:00:00,2024-02-17 22:00:00
S6410,O6410,delivered,2024-02-15 12:10:00,2024-02-17 17:10:00
S6411,O6411,delivered,2024-02-15 12:20:00,2024-02-17 19:20:00
S6412,O6412,pending,2024-02-15 12:30:00,2024-02-17 17:30:00
S6413,O6413,pending,2024-02-15 12:40:00,2024-02-17 21:40:00
S6414,O6414,delivered,2024-02-15 12:50:00,2024-02-17 18:50:00
S6415,O6415,pending,2024-02-15 13:00:00,2024-02-17 16:00:00
S6416,O6416,shipped,2024-02-15 13:10:00,2024-02-17 19:10:00
S6417,O6417,delivered,2024-02-15 13:20:00,2024-02-17 21:20:00
S6418,O6418,shipped,2024-02-15 13:30:00,2024-02-17 17:30:00
S6419,O6419,delivered,2024-02-15 13:40:00,2024-02-17 21:40:00
S6420,O6420,shipped,2024-02-15 13:50:00,2024-02-17 20:50:00
S6421,O6421,shipped,2024-02-15 14:00:00,2024-02-17 17:00:00
S6422,O6422,pending,2024-02-15 14:10:00,2024-02-17 15:10:00
S6423,O6423,shipped,2024-02-15 14:20:00,2024-02-17 16:20:00
S6424,O6424,shipped,2024-02-15 14:30:00,2024-02-17 22:30:00
S6425,O6425,delivered,2024-02-15 14:40:00,2024-02-17 22:40:00
S6426,O6426,pending,2024-02-15 14:50:00,2024-02-17 19:50:00
S6427,O6427,delivered,2024-02-15 15:00:00,2024-02-17 20:00:00
S6428,O6428,shipped,2024-02-15 15:10:00,2024-02-17 18:10:00
S6429,O6429,pending,2024-02-15 15:20:00,2024-02-17 21:20:00
S6430,O6430,delivered,2024-02-15 15:30:00,2024-02-17 19:30:00
S6431,O6431,shipped,2024-02-15 15:40:00,2024-02-17 18:40:00
S6432,O6432,shipped,2024-02-15 15:50:00,2024-02-17 19:50:00
S6433,O6433,pending,2024-02-15 16:00:00,2024-02-17 22:00:00
S6434,O6434,delivered,2024-02-15 16:10:00,2024-02-17 20:10:00
S6435,O6435,delivered,2024-02-15 16:20:00,2024-02-17 16:20:00
S6436,O6436,shipped,2024-02-15 16:30:00,2024-02-17 22:30:00
S6437,O6437,pending,2024-02-15 16:40:00,2024-02-17 16:40:00
S6438,O6438,delivered,2024-02-15 16:50:00,2024-02-18 01:50:00
S6439,O6439,delivered,2024-02-15 17:00:00,2024-02-18 03:00:00
S6440,O6440,shipped,2024-02-15 17:10:00,2024-02-18 00:10:00
S6441,O6441,pending,2024-02-15 17:20:00,2024-02-17 19:20:00
S6442,O6442,delivered,2024-02-15 17:30:00,2024-02-18 03:30:00
S6443,O6443,pending,2024-02-15 17:40:00,2024-02-18 02:40:00
S6444,O6444,pending,2024-02-15 17:50:00,2024-02-17 21:50:00
S6445,O6445,shipped,2024-02-15 18:00:00,2024-02-18 02:00:00
S6446,O6446,delivered,2024-02-15 18:10:00,2024-02-18 04:10:00
S6447,O6447,pending,2024-02-15 18:20:00,2024-02-18 04:20:00
S6448,O6448,shipped,2024-02-15 18:30:00,2024-02-17 18:30:00
S6449,O6449,shipped,2024-02-15 18:40:00,2024-02-17 23:40:00
S6450,O6450,delivered,2024-02-15 18:50:00,2024-02-17 23:50:00
S6451,O6451,delivered,2024-02-15 19:00:00,2024-02-18 03:00:00
S6452,O6452,shipped,2024-02-15 19:10:00,2024-02-18 02:10:00
S6453,O6453,delivered,2024-02-15 19:20:00,2024-02-17 19:20:00
S6454,O6454,shipped,2024-02-15 19:30:00,2024-02-17 19:30:00
S6455,O6455,pending,2024-02-15 19:40:00,2024-02-17 20:40:00
S6456,O6456,delivered,2024-02-15 19:50:00,2024-02-17 22:50:00
S6457,O6457,pending,2024-02-15 20:00:00,2024-02-18 06:00:00
S6458,O6458,shipped,2024-02-15 20:10:00,2024-02-17 21:10:00
S6459,O6459,delivered,2024-02-15 20:20:00,2024-02-17 20:20:00
S6460,O6460,pending,2024-02-15 20:30:00,2024-02-17 21:30:00
S6461,O6461,delivered,2024-02-15 20:40:00,2024-02-18 03:40:00
S6462,O6462,pending,2024-02-15 20:50:00,2024-02-18 00:50:00
S6463,O6463,shipped,2024-02-15 21:00:00,2024-02-18 07:00:00
S6464,O6464,shipped,2024-02-15 21:10:00,2024-02-17 23:10:00
S6465,O6465,pending,2024-02-15 21:20:00,2024-02-18 07:20:00
S6466,O6466,delivered,2024-02-15 21:30:00,2024-02-17 23:30:00
S6467,O6467,delivered,2024-02-15 21:40:00,2024-02-18 05:40:00
S6468,O6468,pending,2024-02-15 21:50:00,2024-02-17 22:50:00
S6469,O6469,pending,2024-02-15 22:00:00,2024-02-18 06:00:00
S6470,O6470,shipped,2024-02-15 22:10:00,2024-02-18 06:10:00
S6471,O6471,shipped,2024-02-15 22:20:00,2024-02-18 05:20:00
S6472,O6472,delivered,2024-02-15 22:30:00,2024-02-18 00:30:00
S6473,O6473,delivered,2024-02-15 22:40:00,2024-02-18 03:40:00
S6474,O6474,shipped,2024-02-15 22:50:00,2024-02-17 22:50:00
S6475,O6475,pending,2024-02-15 23:00:00,2024-02-18 07:00:00
S6476,O6476,pending,2024-02-15 23:10:00,2024-02-18 00:10:00
S6477,O6477,pending,2024-02-15 23:20:00,2024-02-18 07:20:00
S6478,O6478,delivered,2024-02-15 23:30:00,2024-02-18 03:30:00
S6479,O6479,shipped,2024-02-15 23:40:00,2024-02-18 02:40:00
S6480,O6480,shipped,2024-02-15 23:50:00,2024-02-18 09:50:00
S6481,O6481,pending,2024-02-16 00:00:00,2024-02-18 02:00:00
S6482,O6482,delivered,2024-02-16 00:10:00,2024-02-18 08:10:00
S6483,O6483,shipped,2024-02-16 00:20:00,2024-02-18 05:20:00
S6484,O6484,delivered,2024-02-16 00:30:00,2024-02-18 07:30:00
S6485,O6485,delivered,2024-02-16 00:40:00,2024-02-18 02:40:00
S6486,O6486,delivered,2024-02-16 00:50:00,2024-02-18 08:50:00
S6487,O6487,delivered,2024-02-16 01:00:00,2024-02-18 02:00:00
S6488,O6488,delivered,2024-02-16 01:10:00,2024-02-18 03:10:00
S6489,O6489,pending,2024-02-16 01:20:00,2024-02-18 05:20:00
S6490,O6490,shipped,2024-02-16 01:30:00,2024-02-18 06:30:00
S6491,O6491,pending,2024-02-16 01:40:00,2024-02-18 04:40:00
S6492,O6492,delivered,2024-02-16 01:50:00,2024-02-18 04:50:00
S6493,O6493,pending,2024-02-16 02:00:00,2024-02-18 03:00:00
S6494,O6494,delivered,2024-02-16 02:10:00,2024-02-18 05:10:00
S6495,O6495,pending,2024-02-16 02:20:00,2024-02-18 03:20:00
S6496,O6496,pending,2024-02-16 02:30:00,2024-02-18 02:30:00
S6497,O6497,delivered,2024-02-16 02:40:00,2024-02-18 11:40:00
S6498,O6498,pending,2024-02-16 02:50:00,2024-02-18 07:50:00
S6499,O6499,shipped,2024-02-16 03:00:00,2024-02-18 08:00:00
S6500,O6500,pending,2024-02-16 03:10:00,2024-02-18 10:10:00
S6501,O6501,shipped,2024-02-16 03:20:00,2024-02-18 03:20:00
S6502,O6502,delivered,2024-02-16 03:30:00,2024-02-18 04:30:00
S6503,O6503,pending,2024-02-16 03:40:00,2024-02-18 09:40:00
S6504,O6504,delivered,2024-02-16 03:50:00,2024-02-18 04:50:00
S6505,O6505,delivered,2024-02-16 04:00:00,2024-02-18 13:00:00
S6506,O6506,delivered,2024-02-16 04:10:00,2024-02-18 14:10:00
S6507,O6507,shipped,2024-02-16 04:20:00,2024-02-18 04:20:00
S6508,O6508,shipped,2024-02-16 04:30:00,2024-02-18 14:30:00
S6509,O6509,delivered,2024-02-16 04:40:00,2024-02-18 05:40:00
S6510,O6510,delivered,2024-02-16 04:50:00,2024-02-18 08:50:00
S6511,O6511,pending,2024-02-16 05:00:00,2024-02-18 07:00:00
S6512,O6512,pending,2024-02-16 05:10:00,2024-02-18 06:10:00
